"year","state","acres","farms","cropland","cropland_irr","cropland_nonirr","agland","pastureland","deflator","cpi"
2014,"TEXAS",130000000,245500,1680,1880,1650,1850,1580,108.82275,236.736166666667
2015,"TEXAS",130000000,242000,1840,2050,1800,1940,1600,109.9965,237.017
2016,"TEXAS",130000000,242000,1890,2050,1860,1960,1600,111.436,240.007166666667
1850,"UTAH",NA,NA,NA,NA,NA,1,NA,NA,NA
1860,"UTAH",NA,NA,NA,NA,NA,15,NA,NA,NA
1870,"UTAH",NA,NA,NA,NA,NA,12,NA,NA,NA
1880,"UTAH",NA,NA,NA,NA,NA,21,NA,NA,NA
1890,"UTAH",NA,NA,NA,NA,NA,21,NA,NA,NA
1900,"UTAH",NA,NA,NA,NA,NA,12,NA,NA,NA
1910,"UTAH",NA,21700,NA,NA,NA,35,NA,NA,NA
1911,"UTAH",NA,22000,NA,NA,NA,34,NA,NA,NA
1912,"UTAH",NA,22400,NA,NA,NA,34,NA,NA,NA
1913,"UTAH",NA,22800,NA,NA,NA,34,NA,NA,9.88333333333333
1914,"UTAH",NA,23200,NA,NA,NA,32,NA,NA,10.0166666666667
1915,"UTAH",NA,23500,NA,NA,NA,31,NA,NA,10.1083333333333
1916,"UTAH",NA,24000,NA,NA,NA,33,NA,NA,10.8833333333333
1917,"UTAH",NA,24200,NA,NA,NA,36,NA,NA,12.825
1918,"UTAH",NA,24800,NA,NA,NA,37,NA,NA,15.0416666666667
1919,"UTAH",NA,25000,NA,NA,NA,42,NA,NA,17.3333333333333
1920,"UTAH",NA,25700,NA,NA,NA,48,NA,NA,20.0416666666667
1921,"UTAH",NA,25700,NA,NA,NA,40,NA,NA,17.85
1922,"UTAH",NA,25700,NA,NA,NA,39,NA,NA,16.75
1923,"UTAH",NA,25800,NA,NA,NA,39,NA,NA,17.05
1924,"UTAH",NA,25800,NA,NA,NA,38,NA,NA,17.125
1925,"UTAH",NA,26000,NA,NA,NA,38,NA,NA,17.5416666666667
1926,"UTAH",NA,26000,NA,NA,NA,39,NA,NA,17.7
1927,"UTAH",NA,26400,NA,NA,NA,39,NA,NA,17.3583333333333
1928,"UTAH",NA,26800,NA,NA,NA,40,NA,NA,17.1583333333333
1929,"UTAH",NA,27300,NA,NA,NA,41,NA,NA,17.1583333333333
1930,"UTAH",NA,28000,NA,NA,NA,39,NA,NA,16.7
1931,"UTAH",NA,28200,NA,NA,NA,34,NA,NA,15.2083333333333
1932,"UTAH",NA,28400,NA,NA,NA,29,NA,NA,13.6416666666667
1933,"UTAH",NA,28700,NA,NA,NA,23,NA,NA,12.9333333333333
1934,"UTAH",NA,29800,NA,NA,NA,23,NA,NA,13.3833333333333
1935,"UTAH",NA,30500,NA,NA,NA,23,NA,NA,13.725
1936,"UTAH",NA,30800,NA,NA,NA,23,NA,NA,13.8666666666667
1937,"UTAH",NA,29500,NA,NA,NA,23,NA,NA,14.3833333333333
1938,"UTAH",NA,28200,NA,NA,NA,22,NA,NA,14.0916666666667
1939,"UTAH",NA,27800,NA,NA,NA,21,NA,NA,13.9083333333333
1940,"UTAH",NA,28500,NA,NA,NA,21,NA,NA,14.0083333333333
1941,"UTAH",NA,29500,NA,NA,NA,22,NA,NA,14.725
1942,"UTAH",NA,28500,NA,NA,NA,24,NA,NA,16.3333333333333
1943,"UTAH",NA,28200,NA,NA,NA,26,NA,NA,17.3083333333333
1944,"UTAH",NA,27800,NA,NA,NA,28,NA,NA,17.5916666666667
1945,"UTAH",NA,26400,NA,NA,NA,31,NA,NA,17.9916666666667
1946,"UTAH",NA,26500,NA,NA,NA,35,NA,NA,19.5166666666667
1947,"UTAH",NA,26600,NA,NA,NA,39,NA,12.886,22.325
1948,"UTAH",NA,26400,NA,NA,NA,42,NA,13.603,24.0416666666667
1949,"UTAH",NA,26100,NA,NA,NA,43,NA,13.58075,23.8083333333333
1950,"UTAH",12000000,25800,NA,NA,NA,43,NA,13.7375,24.0666666666667
1951,"UTAH",12300000,25300,NA,NA,NA,48,NA,14.7145,25.9583333333333
1952,"UTAH",12700000,24900,NA,NA,NA,51,NA,14.971,26.55
1953,"UTAH",13000000,24400,NA,NA,NA,51,NA,15.157,26.7666666666667
1954,"UTAH",13400000,24000,NA,NA,NA,48,NA,15.2975,26.85
1955,"UTAH",13600000,23100,NA,NA,NA,48,NA,15.55775,26.775
1956,"UTAH",13600000,22200,NA,NA,NA,49,NA,16.09,27.1833333333333
1957,"UTAH",13600000,21400,NA,NA,NA,52,NA,16.6245,28.0916666666667
1958,"UTAH",13600000,20600,NA,NA,NA,54,NA,16.9995,28.8583333333333
1959,"UTAH",13600000,19800,NA,NA,NA,57,NA,17.23675,29.15
1960,"UTAH",13600000,19000,NA,NA,NA,60,NA,17.4765,29.575
1961,"UTAH",13600000,18500,NA,NA,NA,62,NA,17.66775,29.8916666666667
1962,"UTAH",13600000,18000,NA,NA,NA,64,NA,17.886,30.25
1963,"UTAH",13600000,17500,NA,NA,NA,66,NA,18.08725,30.625
1964,"UTAH",13500000,16900,NA,NA,NA,68,NA,18.365,31.0166666666667
1965,"UTAH",13500000,16500,NA,NA,NA,71,NA,18.7,31.5083333333333
1966,"UTAH",13400000,16000,NA,NA,NA,77,NA,19.226,32.4583333333333
1967,"UTAH",13300000,15500,NA,NA,NA,81,NA,19.78475,33.3583333333333
1968,"UTAH",13300000,14800,NA,NA,NA,84,NA,20.62475,34.7833333333333
1969,"UTAH",13300000,14300,NA,NA,NA,88,NA,21.6415,36.6833333333333
1970,"UTAH",13200000,14100,NA,NA,NA,92,NA,22.7845,38.825
1971,"UTAH",13100000,13900,NA,NA,NA,109,NA,23.9395,40.4916666666667
1972,"UTAH",13100000,13700,NA,NA,NA,128,NA,24.97325,41.8166666666667
1973,"UTAH",13000000,13600,NA,NA,NA,141,NA,26.33475,44.4
1974,"UTAH",13000000,13500,NA,NA,NA,171,NA,28.7075,49.3083333333333
1975,"UTAH",12600000,12600,NA,NA,NA,188,NA,31.35275,53.8166666666667
1976,"UTAH",12600000,12700,NA,NA,NA,227,NA,33.07925,56.9083333333333
1977,"UTAH",12600000,12800,NA,NA,NA,271,NA,35.1265,60.6083333333333
1978,"UTAH",12600000,12900,NA,NA,NA,308,NA,37.58525,65.2333333333333
1979,"UTAH",12400000,13200,NA,NA,NA,400,NA,40.70175,72.575
1980,"UTAH",12400000,13500,NA,NA,NA,530,NA,44.37825,82.4083333333333
1981,"UTAH",12200000,13800,NA,NA,NA,567,NA,48.5215,90.925
1982,"UTAH",12100000,14000,NA,NA,NA,589,NA,51.53025,96.5
1983,"UTAH",12000000,14000,NA,NA,NA,560,NA,53.5535,99.6
1984,"UTAH",11800000,14000,NA,NA,NA,570,NA,55.45925,103.883333333333
1985,"UTAH",11600000,13900,NA,NA,NA,513,NA,57.23575,107.566666666667
1986,"UTAH",11400000,13700,NA,NA,NA,476,NA,58.393,109.608333333333
1987,"UTAH",11300000,13600,NA,NA,NA,451,NA,59.8785,113.625
1988,"UTAH",11300000,13300,NA,NA,NA,425,NA,61.9735,118.258333333333
1989,"UTAH",11300000,13000,NA,NA,NA,426,NA,64.38775,123.966666666667
1990,"UTAH",11300000,13200,NA,NA,NA,398,NA,66.77425,130.658333333333
1991,"UTAH",11300000,13300,NA,NA,NA,417,NA,68.993,136.191666666667
1992,"UTAH",11300000,13200,NA,NA,NA,445,NA,70.5635,140.316666666667
1993,"UTAH",11200000,14500,NA,NA,NA,491,NA,72.24375,144.458333333333
1994,"UTAH",11200000,14500,NA,NA,NA,690,NA,73.7805,148.225
1995,"UTAH",11400000,15000,NA,NA,NA,710,NA,75.32125,152.383333333333
1996,"UTAH",11400000,15000,NA,NA,NA,740,NA,76.695,156.85
1997,"UTAH",11600000,15000,2300,2700,700,780,395,78.0085,160.516666666667
1998,"UTAH",11600000,15500,2390,2800,730,807,400,78.85475,163.008333333333
1999,"UTAH",11600000,15500,2540,3000,700,855,400,80.0605,166.575
2000,"UTAH",11600000,15500,2620,3100,700,900,420,81.88275,172.2
2001,"UTAH",11600000,15500,2790,3300,725,975,450,83.75275,177.066666666667
2002,"UTAH",11600000,15300,2880,3400,750,1040,475,85.0375,179.875
2003,"UTAH",11600000,15300,2960,3500,775,1100,500,86.7285,183.958333333333
2004,"UTAH",11500000,15300,2040,3600,790,1080,520,89.1135,188.883333333333
2005,"UTAH",11400000,15200,2170,3760,900,1250,820,91.98125,195.291666666667
2006,"UTAH",11300000,15100,2620,4570,1060,1510,900,94.8115,201.591666666667
2007,"UTAH",11100000,16700,2940,5220,1120,1730,900,97.33375,207.342416666667
2008,"UTAH",11000000,16800,2700,5260,1150,1850,940,99.24975,215.3025
2009,"UTAH",11000000,17200,2810,5200,1080,1800,870,99.99975,214.537
2010,"UTAH",11000000,17500,2720,5050,1040,1810,920,101.217,218.0555
2011,"UTAH",11000000,17900,2690,5000,1030,1800,920,103.30725,224.939166666667
2012,"UTAH",11000000,18000,2690,5000,1030,1800,920,105.213,229.593916666667
2013,"UTAH",11000000,18200,3230,5200,1100,1900,950,106.90975,232.957083333333
2014,"UTAH",11000000,18100,3260,5250,1120,2030,1050,108.82275,236.736166666667
2015,"UTAH",11000000,18100,3300,5300,1140,2050,1050,109.9965,237.017
2016,"UTAH",11000000,18100,3340,5350,1170,2040,1040,111.436,240.007166666667
1850,"VERMONT",NA,NA,NA,NA,NA,15,NA,NA,NA
1860,"VERMONT",NA,NA,NA,NA,NA,22,NA,NA,NA
1870,"VERMONT",NA,NA,NA,NA,NA,25,NA,NA,NA
1880,"VERMONT",NA,NA,NA,NA,NA,22,NA,NA,NA
1890,"VERMONT",NA,NA,NA,NA,NA,18,NA,NA,NA
1900,"VERMONT",NA,NA,NA,NA,NA,18,NA,NA,NA
1910,"VERMONT",NA,32700,NA,NA,NA,24,NA,NA,NA
1911,"VERMONT",NA,32200,NA,NA,NA,24,NA,NA,NA
1912,"VERMONT",NA,32000,NA,NA,NA,25,NA,NA,NA
1913,"VERMONT",NA,31600,NA,NA,NA,25,NA,NA,9.88333333333333
1914,"VERMONT",NA,31200,NA,NA,NA,24,NA,NA,10.0166666666667
1915,"VERMONT",NA,30800,NA,NA,NA,26,NA,NA,10.1083333333333
1916,"VERMONT",NA,30300,NA,NA,NA,29,NA,NA,10.8833333333333
1917,"VERMONT",NA,30000,NA,NA,NA,32,NA,NA,12.825
1918,"VERMONT",NA,29700,NA,NA,NA,33,NA,NA,15.0416666666667
1919,"VERMONT",NA,29400,NA,NA,NA,34,NA,NA,17.3333333333333
1920,"VERMONT",NA,29100,NA,NA,NA,38,NA,NA,20.0416666666667
1921,"VERMONT",NA,28800,NA,NA,NA,39,NA,NA,17.85
1922,"VERMONT",NA,28500,NA,NA,NA,38,NA,NA,16.75
1923,"VERMONT",NA,28200,NA,NA,NA,36,NA,NA,17.05
1924,"VERMONT",NA,28000,NA,NA,NA,35,NA,NA,17.125
1925,"VERMONT",NA,27800,NA,NA,NA,35,NA,NA,17.5416666666667
1926,"VERMONT",NA,27000,NA,NA,NA,36,NA,NA,17.7
1927,"VERMONT",NA,26400,NA,NA,NA,36,NA,NA,17.3583333333333
1928,"VERMONT",NA,25800,NA,NA,NA,36,NA,NA,17.1583333333333
1929,"VERMONT",NA,25700,NA,NA,NA,39,NA,NA,17.1583333333333
1930,"VERMONT",NA,25700,NA,NA,NA,37,NA,NA,16.7
1931,"VERMONT",NA,26300,NA,NA,NA,37,NA,NA,15.2083333333333
1932,"VERMONT",NA,26500,NA,NA,NA,34,NA,NA,13.6416666666667
1933,"VERMONT",NA,26700,NA,NA,NA,31,NA,NA,12.9333333333333
1934,"VERMONT",NA,27000,NA,NA,NA,30,NA,NA,13.3833333333333
1935,"VERMONT",NA,27100,NA,NA,NA,30,NA,NA,13.725
1936,"VERMONT",NA,27000,NA,NA,NA,30,NA,NA,13.8666666666667
1937,"VERMONT",NA,26900,NA,NA,NA,31,NA,NA,14.3833333333333
1938,"VERMONT",NA,26800,NA,NA,NA,30,NA,NA,14.0916666666667
1939,"VERMONT",NA,26700,NA,NA,NA,30,NA,NA,13.9083333333333
1940,"VERMONT",NA,26600,NA,NA,NA,30,NA,NA,14.0083333333333
1941,"VERMONT",NA,26600,NA,NA,NA,30,NA,NA,14.725
1942,"VERMONT",NA,26600,NA,NA,NA,31,NA,NA,16.3333333333333
1943,"VERMONT",NA,26700,NA,NA,NA,34,NA,NA,17.3083333333333
1944,"VERMONT",NA,26700,NA,NA,NA,37,NA,NA,17.5916666666667
1945,"VERMONT",NA,26600,NA,NA,NA,40,NA,NA,17.9916666666667
1946,"VERMONT",NA,25800,NA,NA,NA,45,NA,NA,19.5166666666667
1947,"VERMONT",NA,24900,NA,NA,NA,52,NA,12.886,22.325
1948,"VERMONT",NA,24000,NA,NA,NA,54,NA,13.603,24.0416666666667
1949,"VERMONT",NA,23100,NA,NA,NA,58,NA,13.58075,23.8083333333333
1950,"VERMONT",3800000,22100,NA,NA,NA,56,NA,13.7375,24.0666666666667
1951,"VERMONT",3740000,20700,NA,NA,NA,59,NA,14.7145,25.9583333333333
1952,"VERMONT",3670000,19400,NA,NA,NA,63,NA,14.971,26.55
1953,"VERMONT",3600000,18200,NA,NA,NA,64,NA,15.157,26.7666666666667
1954,"VERMONT",3540000,17000,NA,NA,NA,61,NA,15.2975,26.85
1955,"VERMONT",3480000,16300,NA,NA,NA,60,NA,15.55775,26.775
1956,"VERMONT",3430000,15600,NA,NA,NA,62,NA,16.09,27.1833333333333
1957,"VERMONT",3360000,14900,NA,NA,NA,66,NA,16.6245,28.0916666666667
1958,"VERMONT",3310000,14300,NA,NA,NA,71,NA,16.9995,28.8583333333333
1959,"VERMONT",3270000,14000,NA,NA,NA,76,NA,17.23675,29.15
1960,"VERMONT",3150000,13200,NA,NA,NA,81,NA,17.4765,29.575
1961,"VERMONT",3050000,12300,NA,NA,NA,84,NA,17.66775,29.8916666666667
1962,"VERMONT",2950000,11600,NA,NA,NA,89,NA,17.886,30.25
1963,"VERMONT",2850000,10900,NA,NA,NA,92,NA,18.08725,30.625
1964,"VERMONT",2750000,10300,NA,NA,NA,103,NA,18.365,31.0166666666667
1965,"VERMONT",2600000,9700,NA,NA,NA,119,NA,18.7,31.5083333333333
1966,"VERMONT",2450000,9100,NA,NA,NA,135,NA,19.226,32.4583333333333
1967,"VERMONT",2330000,8600,NA,NA,NA,153,NA,19.78475,33.3583333333333
1968,"VERMONT",2200000,8100,NA,NA,NA,175,NA,20.62475,34.7833333333333
1969,"VERMONT",2100000,7600,NA,NA,NA,198,NA,21.6415,36.6833333333333
1970,"VERMONT",2010000,7300,NA,NA,NA,224,NA,22.7845,38.825
1971,"VERMONT",1920000,7000,NA,NA,NA,258,NA,23.9395,40.4916666666667
1972,"VERMONT",1850000,6800,NA,NA,NA,298,NA,24.97325,41.8166666666667
1973,"VERMONT",1810000,6700,NA,NA,NA,346,NA,26.33475,44.4
1974,"VERMONT",1800000,6700,NA,NA,NA,410,NA,28.7075,49.3083333333333
1975,"VERMONT",1770000,6300,NA,NA,NA,462,NA,31.35275,53.8166666666667
1976,"VERMONT",1770000,6900,NA,NA,NA,496,NA,33.07925,56.9083333333333
1977,"VERMONT",1750000,6700,NA,NA,NA,533,NA,35.1265,60.6083333333333
1978,"VERMONT",1750000,7000,NA,NA,NA,584,NA,37.58525,65.2333333333333
1979,"VERMONT",1740000,7300,NA,NA,NA,660,NA,40.70175,72.575
1980,"VERMONT",1740000,7700,NA,NA,NA,721,NA,44.37825,82.4083333333333
1981,"VERMONT",1800000,8200,NA,NA,NA,774,NA,48.5215,90.925
1982,"VERMONT",1700000,7500,NA,NA,NA,815,NA,51.53025,96.5
1983,"VERMONT",1700000,7500,NA,NA,NA,842,NA,53.5535,99.6
1984,"VERMONT",1700000,7300,NA,NA,NA,862,NA,55.45925,103.883333333333
1985,"VERMONT",1600000,7200,NA,NA,NA,947,NA,57.23575,107.566666666667
1986,"VERMONT",1600000,7100,NA,NA,NA,1060,NA,58.393,109.608333333333
1987,"VERMONT",1530000,7100,NA,NA,NA,1114,NA,59.8785,113.625
1988,"VERMONT",1520000,7000,NA,NA,NA,1124,NA,61.9735,118.258333333333
1989,"VERMONT",1450000,6600,NA,NA,NA,1226,NA,64.38775,123.966666666667
1990,"VERMONT",1440000,6500,NA,NA,NA,1262,NA,66.77425,130.658333333333
1991,"VERMONT",1430000,6400,NA,NA,NA,1248,NA,68.993,136.191666666667
1992,"VERMONT",1430000,6400,NA,NA,NA,1223,NA,70.5635,140.316666666667
1993,"VERMONT",1430000,6400,NA,NA,NA,1342,NA,72.24375,144.458333333333
1994,"VERMONT",1400000,6400,NA,NA,NA,1400,NA,73.7805,148.225
1995,"VERMONT",1370000,6400,NA,NA,NA,1450,NA,75.32125,152.383333333333
1996,"VERMONT",1340000,6500,NA,NA,NA,1490,NA,76.695,156.85
1997,"VERMONT",1330000,6600,NA,NA,NA,1500,NA,78.0085,160.516666666667
1998,"VERMONT",1320000,6700,NA,NA,NA,1520,NA,78.85475,163.008333333333
1999,"VERMONT",1300000,6700,NA,NA,NA,1600,NA,80.0605,166.575
2000,"VERMONT",1270000,6600,NA,NA,NA,1700,NA,81.88275,172.2
2001,"VERMONT",1270000,6600,NA,NA,NA,1800,NA,83.75275,177.066666666667
2002,"VERMONT",1260000,6600,NA,NA,NA,1900,NA,85.0375,179.875
2003,"VERMONT",1250000,6500,NA,NA,NA,2050,NA,86.7285,183.958333333333
2004,"VERMONT",1250000,6400,NA,NA,NA,2150,NA,89.1135,188.883333333333
2005,"VERMONT",1250000,6300,NA,NA,NA,2320,NA,91.98125,195.291666666667
2006,"VERMONT",1250000,6300,NA,NA,NA,2480,NA,94.8115,201.591666666667
2007,"VERMONT",1230000,7000,NA,NA,NA,2740,NA,97.33375,207.342416666667
2008,"VERMONT",1230000,7100,NA,NA,NA,2900,NA,99.24975,215.3025
2009,"VERMONT",1230000,7100,NA,NA,NA,2880,NA,99.99975,214.537
2010,"VERMONT",1240000,7200,NA,NA,NA,2900,NA,101.217,218.0555
2011,"VERMONT",1240000,7300,NA,NA,NA,2980,NA,103.30725,224.939166666667
2012,"VERMONT",1250000,7300,NA,NA,NA,3060,NA,105.213,229.593916666667
2013,"VERMONT",1250000,7300,NA,NA,NA,3200,NA,106.90975,232.957083333333
2014,"VERMONT",1250000,7300,NA,NA,NA,3260,NA,108.82275,236.736166666667
2015,"VERMONT",1250000,7300,NA,NA,NA,3300,NA,109.9965,237.017
2016,"VERMONT",1250000,7300,NA,NA,NA,3320,NA,111.436,240.007166666667
1850,"VIRGINIA",NA,NA,NA,NA,NA,8,NA,NA,NA
1860,"VIRGINIA",NA,NA,NA,NA,NA,12,NA,NA,NA
1870,"VIRGINIA",NA,NA,NA,NA,NA,9,NA,NA,NA
1880,"VIRGINIA",NA,NA,NA,NA,NA,11,NA,NA,NA
1890,"VIRGINIA",NA,NA,NA,NA,NA,13,NA,NA,NA
1900,"VIRGINIA",NA,NA,NA,NA,NA,14,NA,NA,NA
1910,"VIRGINIA",NA,185000,NA,NA,NA,27,NA,NA,NA
1911,"VIRGINIA",NA,186000,NA,NA,NA,28,NA,NA,NA
1912,"VIRGINIA",NA,186000,NA,NA,NA,29,NA,NA,NA
1913,"VIRGINIA",NA,186000,NA,NA,NA,30,NA,NA,9.88333333333333
1914,"VIRGINIA",NA,186000,NA,NA,NA,30,NA,NA,10.0166666666667
1915,"VIRGINIA",NA,186000,NA,NA,NA,29,NA,NA,10.1083333333333
1916,"VIRGINIA",NA,187000,NA,NA,NA,34,NA,NA,10.8833333333333
1917,"VIRGINIA",NA,187000,NA,NA,NA,37,NA,NA,12.825
1918,"VIRGINIA",NA,188000,NA,NA,NA,41,NA,NA,15.0416666666667
1919,"VIRGINIA",NA,188000,NA,NA,NA,49,NA,NA,17.3333333333333
1920,"VIRGINIA",NA,189000,NA,NA,NA,55,NA,NA,20.0416666666667
1921,"VIRGINIA",NA,190000,NA,NA,NA,54,NA,NA,17.85
1922,"VIRGINIA",NA,191000,NA,NA,NA,48,NA,NA,16.75
1923,"VIRGINIA",NA,192000,NA,NA,NA,54,NA,NA,17.05
1924,"VIRGINIA",NA,192000,NA,NA,NA,53,NA,NA,17.125
1925,"VIRGINIA",NA,194000,NA,NA,NA,52,NA,NA,17.5416666666667
1926,"VIRGINIA",NA,191000,NA,NA,NA,50,NA,NA,17.7
1927,"VIRGINIA",NA,189000,NA,NA,NA,48,NA,NA,17.3583333333333
1928,"VIRGINIA",NA,187000,NA,NA,NA,49,NA,NA,17.1583333333333
1929,"VIRGINIA",NA,189000,NA,NA,NA,50,NA,NA,17.1583333333333
1930,"VIRGINIA",NA,187000,NA,NA,NA,51,NA,NA,16.7
1931,"VIRGINIA",NA,188000,NA,NA,NA,45,NA,NA,15.2083333333333
1932,"VIRGINIA",NA,190000,NA,NA,NA,38,NA,NA,13.6416666666667
1933,"VIRGINIA",NA,191000,NA,NA,NA,34,NA,NA,12.9333333333333
1934,"VIRGINIA",NA,194000,NA,NA,NA,35,NA,NA,13.3833333333333
1935,"VIRGINIA",NA,198000,NA,NA,NA,37,NA,NA,13.725
1936,"VIRGINIA",NA,196000,NA,NA,NA,38,NA,NA,13.8666666666667
1937,"VIRGINIA",NA,195000,NA,NA,NA,41,NA,NA,14.3833333333333
1938,"VIRGINIA",NA,194000,NA,NA,NA,41,NA,NA,14.0916666666667
1939,"VIRGINIA",NA,193000,NA,NA,NA,41,NA,NA,13.9083333333333
1940,"VIRGINIA",NA,191000,NA,NA,NA,41,NA,NA,14.0083333333333
1941,"VIRGINIA",NA,190000,NA,NA,NA,42,NA,NA,14.725
1942,"VIRGINIA",NA,188000,NA,NA,NA,43,NA,NA,16.3333333333333
1943,"VIRGINIA",NA,183000,NA,NA,NA,47,NA,NA,17.3083333333333
1944,"VIRGINIA",NA,181000,NA,NA,NA,52,NA,NA,17.5916666666667
1945,"VIRGINIA",NA,180000,NA,NA,NA,61,NA,NA,17.9916666666667
1946,"VIRGINIA",NA,178000,NA,NA,NA,70,NA,NA,19.5166666666667
1947,"VIRGINIA",NA,174000,NA,NA,NA,79,NA,12.886,22.325
1948,"VIRGINIA",NA,171000,NA,NA,NA,79,NA,13.603,24.0416666666667
1949,"VIRGINIA",NA,168000,NA,NA,NA,86,NA,13.58075,23.8083333333333
1950,"VIRGINIA",16500000,165000,NA,NA,NA,82,NA,13.7375,24.0666666666667
1951,"VIRGINIA",16200000,156000,NA,NA,NA,93,NA,14.7145,25.9583333333333
1952,"VIRGINIA",15900000,148000,NA,NA,NA,104,NA,14.971,26.55
1953,"VIRGINIA",15600000,140000,NA,NA,NA,106,NA,15.157,26.7666666666667
1954,"VIRGINIA",15300000,131000,NA,NA,NA,102,NA,15.2975,26.85
1955,"VIRGINIA",15000000,126000,NA,NA,NA,108,NA,15.55775,26.775
1956,"VIRGINIA",14700000,122000,NA,NA,NA,115,NA,16.09,27.1833333333333
1957,"VIRGINIA",14400000,116000,NA,NA,NA,121,NA,16.6245,28.0916666666667
1958,"VIRGINIA",14000000,112000,NA,NA,NA,127,NA,16.9995,28.8583333333333
1959,"VIRGINIA",13700000,109000,NA,NA,NA,137,NA,17.23675,29.15
1960,"VIRGINIA",13500000,105000,NA,NA,NA,140,NA,17.4765,29.575
1961,"VIRGINIA",13100000,100000,NA,NA,NA,147,NA,17.66775,29.8916666666667
1962,"VIRGINIA",12900000,96000,NA,NA,NA,160,NA,17.886,30.25
1963,"VIRGINIA",12700000,92000,NA,NA,NA,165,NA,18.08725,30.625
1964,"VIRGINIA",12500000,88000,NA,NA,NA,177,NA,18.365,31.0166666666667
1965,"VIRGINIA",12300000,85000,NA,NA,NA,190,NA,18.7,31.5083333333333
1966,"VIRGINIA",12100000,81000,NA,NA,NA,211,NA,19.226,32.4583333333333
1967,"VIRGINIA",11900000,80000,NA,NA,NA,231,NA,19.78475,33.3583333333333
1968,"VIRGINIA",11800000,79000,NA,NA,NA,245,NA,20.62475,34.7833333333333
1969,"VIRGINIA",11600000,78000,NA,NA,NA,258,NA,21.6415,36.6833333333333
1970,"VIRGINIA",11400000,76000,NA,NA,NA,286,NA,22.7845,38.825
1971,"VIRGINIA",11200000,74000,NA,NA,NA,309,NA,23.9395,40.4916666666667
1972,"VIRGINIA",11000000,72000,NA,NA,NA,345,NA,24.97325,41.8166666666667
1973,"VIRGINIA",10800000,70000,NA,NA,NA,391,NA,26.33475,44.4
1974,"VIRGINIA",10600000,68000,NA,NA,NA,501,NA,28.7075,49.3083333333333
1975,"VIRGINIA",10100000,62000,NA,NA,NA,558,NA,31.35275,53.8166666666667
1976,"VIRGINIA",10000000,61000,NA,NA,NA,633,NA,33.07925,56.9083333333333
1977,"VIRGINIA",9900000,60000,NA,NA,NA,701,NA,35.1265,60.6083333333333
1978,"VIRGINIA",9800000,59000,NA,NA,NA,774,NA,37.58525,65.2333333333333
1979,"VIRGINIA",9800000,59000,NA,NA,NA,930,NA,40.70175,72.575
1980,"VIRGINIA",9800000,58000,NA,NA,NA,1028,NA,44.37825,82.4083333333333
1981,"VIRGINIA",9800000,59000,NA,NA,NA,1118,NA,48.5215,90.925
1982,"VIRGINIA",9800000,60000,NA,NA,NA,1096,NA,51.53025,96.5
1983,"VIRGINIA",9800000,58000,NA,NA,NA,1125,NA,53.5535,99.6
1984,"VIRGINIA",9700000,56000,NA,NA,NA,1125,NA,55.45925,103.883333333333
1985,"VIRGINIA",9500000,54000,NA,NA,NA,1112,NA,57.23575,107.566666666667
1986,"VIRGINIA",9300000,51000,NA,NA,NA,1179,NA,58.393,109.608333333333
1987,"VIRGINIA",9100000,49000,NA,NA,NA,1154,NA,59.8785,113.625
1988,"VIRGINIA",9100000,48000,NA,NA,NA,1198,NA,61.9735,118.258333333333
1989,"VIRGINIA",9000000,47000,NA,NA,NA,1397,NA,64.38775,123.966666666667
1990,"VIRGINIA",8900000,46000,NA,NA,NA,1665,NA,66.77425,130.658333333333
1991,"VIRGINIA",8800000,45000,NA,NA,NA,1490,NA,68.993,136.191666666667
1992,"VIRGINIA",8700000,45000,NA,NA,NA,1643,NA,70.5635,140.316666666667
1993,"VIRGINIA",8800000,49000,NA,NA,NA,1636,NA,72.24375,144.458333333333
1994,"VIRGINIA",8800000,49000,NA,NA,NA,1590,NA,73.7805,148.225
1995,"VIRGINIA",8800000,49000,NA,NA,NA,1720,NA,75.32125,152.383333333333
1996,"VIRGINIA",8800000,49000,NA,NA,NA,1840,NA,76.695,156.85
1997,"VIRGINIA",8800000,49000,1820,NA,NA,1880,1780,78.0085,160.516666666667
1998,"VIRGINIA",8750000,49000,1880,NA,NA,1920,1800,78.85475,163.008333333333
1999,"VIRGINIA",8730000,49000,1980,NA,NA,2080,1850,80.0605,166.575
2000,"VIRGINIA",8710000,48500,2150,NA,NA,2230,1900,81.88275,172.2
2001,"VIRGINIA",8680000,47900,2350,NA,NA,2380,2000,83.75275,177.066666666667
2002,"VIRGINIA",8670000,47600,2550,NA,NA,2530,2100,85.0375,179.875
2003,"VIRGINIA",8500000,47500,2800,NA,NA,2700,2250,86.7285,183.958333333333
2004,"VIRGINIA",8400000,47500,3200,NA,NA,3100,2700,89.1135,188.883333333333
2005,"VIRGINIA",8300000,47000,3850,NA,NA,3800,3600,91.98125,195.291666666667
2006,"VIRGINIA",8200000,46800,4800,NA,NA,4430,4440,94.8115,201.591666666667
2007,"VIRGINIA",8100000,47400,5250,NA,NA,4900,4800,97.33375,207.342416666667
2008,"VIRGINIA",8000000,46900,5350,NA,NA,5000,4830,99.24975,215.3025
2009,"VIRGINIA",8100000,46900,4950,NA,NA,4750,4750,99.99975,214.537
2010,"VIRGINIA",8200000,46500,4600,NA,NA,4500,4400,101.217,218.0555
